procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,school_id_clean,date_clean,vendor_clean,grain_clean,qty_kg_clean,cost_clean,cost_per_kg
MDM008634,2025-06-21,sch_0285,kumar general store,Atta,21.7,KG,651,Due,SCH0285,,Kumar General Store,Atta,21.7,651.0,30.0
MDM011400,20.09.2025,SCH0517,kumar general store,Wheat,53.6,Kgs,1608,Paid,SCH0517,,Kumar General Store,Wheat,53.6,1608.0,30.0
MDM002052,04/07/2025,SCH-0468,Kumar & Co.,Lentils,54800,g,"₹4,932",Cleared,SCH0468,,Kumar & Co,Dal,54800.0,4932.0,0.09
MDM002542,2025/05/13,0290,Kumar Supplies,Chawal,,,,Due,SCH0290,2025-05-13,Kumar Supplies,Rice,0.0,0.0,0.0
MDM001302,22.04.2025,sch_0558,Goyal Rice Mill,Daal,29400,grams,"Rs. 2,646",Due,SCH0558,,Goyal Rice Mill,Daal,29400.0,2646.0,0.09
MDM005878,2025/09/20,SCH-0003,Kumar & Co.,dal,33,kg,2970,,SCH0003,2025-09-20,Kumar & Co,Dal,33.0,2970.0,90.0
MDM007369,28.04.2025,SCH0146,Sharma & Sons,Cooking Oil,17.8 kg,,"₹2,136",PENDING,SCH0146,,Sharma & Sons,Cooking Oil,17.8,2136.0,120.0
MDM001305,08-Jan-2026,S0558,Singh Agro,Chawal,0.66,bags,1320,Pending,SCH0558,,Singh Agro,Rice,0.66,1320.0,2000.0
MDM008429,05-Oct-2025,SCH0573,sharma traders pvt ltd,Pulses,22.1,KGS,1989,Pending,SCH0573,,Sharma Traders,Dal,22.1,1989.0,90.0
MDM011226,06.09.2025,SCH-0179,Sharma & Sons,Pulses,31300,Grams,"2,817/-",Pending,SCH0179,,Sharma & Sons,Dal,31300.0,2817.0,0.09
MDM002600,14/08/2025,SCH0295,Sharma & Sons,Gehun,12.7 kg,,381/-,Pending,SCH0295,,Sharma & Sons,Wheat,12.7,381.0,30.0
MDM002574,19/01/2026,SCH-0467,Goyal Enterprises,Cooking Oil,56.3 kg,,"₹6,756",Pending,SCH0467,,Goyal Enterprises,Cooking Oil,56.3,6756.0,120.0
MDM003187,07/08/2025,SCH0037,Sharma Traders,Daal,46400,grams,4176,paid,SCH0037,,Sharma Traders,Daal,46400.0,4176.0,0.09
MDM002769,03/12/2025,sch_0151,kumar general store,Sarson Tel,49.2,kg,"Rs. 5,904",Paid,SCH0151,,Kumar General Store,Sarson Tel,49.2,5904.0,120.0
MDM004832,10.11.2025,SCH0551,Sharma Traders,Mustard Oil,,,"₹5,652",paid,SCH0551,,Sharma Traders,Mustard Oil,0.0,5652.0,0.0
MDM004224,11-01-2025,SCH0543,Kumar & Co.,Mustard Oil,58,KG,"Rs. 6,960",Cleared,SCH0543,,Kumar & Co,Mustard Oil,58.0,6960.0,120.0
MDM011930,02-Dec-2025,sch0047,Goyal Rice Mill,RICE,1.182,Bags,2364,,SCH0047,,Goyal Rice Mill,Rice,1.182,2364.0,2000.0
MDM002107,27-Dec-2025,sch0164,Singh Agro,Gehun,50.4,Kgs,"₹1,512",paid,SCH0164,,Singh Agro,Wheat,50.4,1512.0,30.0
MDM002680,02/08/2025,sch0066,goyal mill,Daal,0.334,Sacks,"1,503/-",PENDING,SCH0066,,Goyal Mill,Daal,0.334,1503.0,4500.0
MDM010954,04/03/2026,S0336,Sharma Traders,Gehun,,,"Rs. 1,080",Pending,SCH0336,,Sharma Traders,Wheat,0.0,1080.0,0.0
MDM001388,2026-03-11,SCH0388,Kumar Supplies,Daal,17100,grams,"Rs. 1,539",Paid,SCH0388,,Kumar Supplies,Daal,17100.0,1539.0,0.09
MDM011026,22/08/2025,SCH0439,Goyal Enterprises,Cooking Oil,12.5,KGS,"₹1,500",Due,SCH0439,,Goyal Enterprises,Cooking Oil,12.5,1500.0,120.0
MDM011941,11-10-2025,SCH-0498,S. Agro Works,Mustard Oil,,,"₹1,920",paid,SCH0498,,S Agro Works,Mustard Oil,0.0,1920.0,0.0
MDM007084,25/12/2025,SCH-0264,S. Agro Works,Atta,37.4 kg,,1122,Due,SCH0264,,S Agro Works,Atta,37.4,1122.0,30.0
MDM001280,02-17-2026,sch0331,sharma traders pvt ltd,Pulses,0.394,Sacks,"Rs. 1,773",PENDING,SCH0331,,Sharma Traders,Dal,0.394,1773.0,4500.0
MDM000805,24/12/2025,S0063,goyal mill,Chawal,,,1976,paid,SCH0063,,Goyal Mill,Rice,0.0,1976.0,0.0
MDM001556,30/07/2025,SCH-0009,goyal mill,Mustard Oil,16.9,KG,,,SCH0009,,Goyal Mill,Mustard Oil,16.9,0.0,0.0
MDM011725,2025/05/06,sch_0489,Kumar & Co.,chawal,0.5820000000000001,Bags,1164,Pending,SCH0489,2025-05-06,Kumar & Co,Rice,0.5820000000000001,1164.0,1999.9999999999998
MDM004567,11-01-2025,sch_0217,Sharma Traders,Sarson Tel,53.7,Kgs,6444,,SCH0217,,Sharma Traders,Sarson Tel,53.7,6444.0,120.0
MDM011952,2025-12-04,SCH0388,kumar general store,Dal,36100,Grams,3249,Cleared,SCH0388,,Kumar General Store,Dal,36100.0,3249.0,0.09
MDM004842,15/05/2025,sch0038,S. Agro Works,RICE,0.486,50kg Bags,₹972,,SCH0038,,S Agro Works,Rice,0.486,972.0,2000.0
MDM003595,10/12/2025,sch_0474,S. Agro Works,Dal,45.5 kg,,4095,Cleared,SCH0474,,S Agro Works,Dal,45.5,4095.0,90.0
MDM006036,10.08.2025,SCH-0476,Sharma Traders,Wheat,,,"Rs. 1,017",PENDING,SCH0476,,Sharma Traders,Wheat,0.0,1017.0,0.0
MDM006853,2025-10-15,SCH0269,S. Agro Works,Mustard Oil,52.5 kg,,6300,paid,SCH0269,,S Agro Works,Mustard Oil,52.5,6300.0,120.0
MDM010113,2025-04-27,0468,Singh Agro,Sarson Tel,35.4,Kgs,"Rs. 4,248",paid,SCH0468,,Singh Agro,Sarson Tel,35.4,4248.0,120.0
MDM008706,2025/10/14,SCH0093,Goyal Enterprises,Atta,12.3 kg,,369,Due,SCH0093,2025-10-14,Goyal Enterprises,Atta,12.3,369.0,30.0
MDM004178,2025/06/02,SCH-0264,kumar general store,Rice,50.8 kg,,"2,032/-",,SCH0264,2025-06-02,Kumar General Store,Rice,50.8,2032.0,40.0
MDM001309,24/08/2025,SCH0258,Kumar & Co.,RICE,0.998,bags,1996,Cleared,SCH0258,,Kumar & Co,Rice,0.998,1996.0,2000.0
MDM009107,23-May-2025,sch_0500,Kumar & Co.,Chawal,43.1 kg,,1724,PENDING,SCH0500,,Kumar & Co,Rice,43.1,1724.0,40.0
MDM003453,2026-03-10,SCH-0150,kumar general store,Rice,10800,Grams,432,Due,SCH0150,,Kumar General Store,Rice,10800.0,432.0,0.04
MDM003696,06/04/2025,S0280,Singh Agro,chawal,58700,grams,"2,348/-",Paid,SCH0280,,Singh Agro,Rice,58700.0,2348.0,0.04
MDM004243,2025-12-14,SCH0139,Kumar Supplies,Cooking Oil,,,"₹6,252",Cleared,SCH0139,,Kumar Supplies,Cooking Oil,0.0,6252.0,0.0
MDM002199,06-Aug-2025,SCH0322,Sharma Traders,Atta,,,597,,SCH0322,,Sharma Traders,Atta,0.0,597.0,0.0
MDM008967,2025/06/29,SCH0164,S. Agro Works,RICE,,,2224,Due,SCH0164,2025-06-29,S Agro Works,Rice,0.0,2224.0,0.0
MDM004426,02-12-2026,SCH0398,S. Agro Works,Cooking Oil,,,6624,,SCH0398,,S Agro Works,Cooking Oil,0.0,6624.0,0.0
MDM006151,16/12/2025,sch_0072,Singh Agro,Lentils,44,kg,,Pending,SCH0072,,Singh Agro,Dal,44.0,0.0,0.0
MDM000944,2026-03-04,SCH0370,kumar general store,Pulses,0.342,Sacks,"Rs. 1,539",,SCH0370,,Kumar General Store,Dal,0.342,1539.0,4500.0
MDM000823,15-Feb-2026,sch0240,Singh Brothers,Cooking Oil,0.71,Sacks,"4,260/-",Cleared,SCH0240,,Singh Brothers,Cooking Oil,0.71,4260.0,6000.0
MDM005006,2025-07-10,SCH0493,Kumar & Co.,RICE,32000,g,"Rs. 1,280",Paid,SCH0493,,Kumar & Co,Rice,32000.0,1280.0,0.04
MDM006613,17/06/2025,sch0115,sharma traders pvt ltd,Oil,42900,g,"Rs. 5,148",paid,SCH0115,,Sharma Traders,Oil,42900.0,5148.0,0.12
MDM008357,13-Jan-2026,sch_0342,S. Agro Works,Pulses,0.506,Bori,"2,277/-",PENDING,SCH0342,,S Agro Works,Dal,0.506,2277.0,4500.0
MDM005620,03.11.2025,S0356,Sharma Traders,RICE,33100,grams,1324,PENDING,SCH0356,,Sharma Traders,Rice,33100.0,1324.0,0.04
MDM004548,2025-12-09,sch_0430,S. Agro Works,Mustard Oil,17100,Grams,"₹2,052",Due,SCH0430,,S Agro Works,Mustard Oil,17100.0,2052.0,0.12
MDM002539,23-Aug-2025,S0092,Kumar Supplies,Atta,17.2 kg,,₹516,PENDING,SCH0092,,Kumar Supplies,Atta,17.2,516.0,30.0
MDM009504,2025/10/20,sch0245,Singh Brothers,Lentils,0.4379999999999999,Bori,1970,,SCH0245,2025-10-20,Singh Brothers,Dal,0.4379999999999999,1970.0,4497.71689497717
MDM005208,02/04/2025,SCH0208,Singh Agro,WHEAT,10.8,KGS,,PENDING,SCH0208,,Singh Agro,Wheat,10.8,0.0,0.0
MDM011757,14.12.2025,S0301,Sharma Traders,Chawal,15.8,Kgs,Rs. 632,Paid,SCH0301,,Sharma Traders,Rice,15.8,632.0,40.0
MDM011120,2025/06/22,SCH-0476,Singh Agro,Dal,29300,grams,"₹2,637",paid,SCH0476,2025-06-22,Singh Agro,Dal,29300.0,2637.0,0.09
MDM003055,08/06/2025,sch_0483,Goyal Rice Mill,Chawal,,,₹896,Paid,SCH0483,,Goyal Rice Mill,Rice,0.0,896.0,0.0
MDM003676,25-Jun-2025,0489,Sharma Traders,Gehun,,,1488,Paid,SCH0489,,Sharma Traders,Wheat,0.0,1488.0,0.0
MDM007777,29/09/2025,sch_0190,Sharma & Sons,Rice,36.5 kg,,1460,Pending,SCH0190,,Sharma & Sons,Rice,36.5,1460.0,40.0
MDM007219,14/09/2025,SCH0184,Singh Brothers,RICE,0.71,Sacks,"₹1,420",PENDING,SCH0184,,Singh Brothers,Rice,0.71,1420.0,2000.0
MDM006723,2025-05-17,SCH0283,Singh Agro,Chawal,15.7,KGS,628,,SCH0283,,Singh Agro,Rice,15.7,628.0,40.0
MDM003301,10-01-2025,sch0534,Singh Agro,Gehun,27000,grams,₹810,Due,SCH0534,,Singh Agro,Wheat,27000.0,810.0,0.03
MDM003311,15.01.2026,S0496,Goyal Rice Mill,chawal,36000,g,"Rs. 1,440",Pending,SCH0496,,Goyal Rice Mill,Rice,36000.0,1440.0,0.04
MDM007222,26.07.2025,SCH0380,kumar general store,Gehun,,,1683,Pending,SCH0380,,Kumar General Store,Wheat,0.0,1683.0,0.0
MDM008520,19.12.2025,sch_0079,S. Agro Works,Lentils,,,"Rs. 2,781",Due,SCH0079,,S Agro Works,Dal,0.0,2781.0,0.0
MDM010683,2026-02-24,SCH0330,Singh Brothers,dal,47.7,Kgs,"Rs. 4,293",PENDING,SCH0330,,Singh Brothers,Dal,47.7,4293.0,90.0
MDM005955,08-03-2025,SCH0311,Sharma Traders,Atta,,,354,PENDING,SCH0311,,Sharma Traders,Atta,0.0,354.0,0.0
MDM010999,2026/01/23,sch_0463,kumar general store,Gehun,1.072,Sacks,1608,,SCH0463,2026-01-23,Kumar General Store,Wheat,1.072,1608.0,1500.0
MDM000833,30-Dec-2025,SCH-0210,Goyal Enterprises,gehun,15.6,KG,468,PENDING,SCH0210,,Goyal Enterprises,Wheat,15.6,468.0,30.0
MDM003463,2025-12-31,sch_0323,S. Agro Works,Chawal,,,456,PENDING,SCH0323,,S Agro Works,Rice,0.0,456.0,0.0
MDM011526,21.09.2025,S0539,sharma traders pvt ltd,Wheat,22800,Grams,684,PENDING,SCH0539,,Sharma Traders,Wheat,22800.0,684.0,0.03
MDM007644,04-Nov-2025,sch0551,Goyal Enterprises,gehun,10.3 kg,,Rs. 309,Cleared,SCH0551,,Goyal Enterprises,Wheat,10.3,309.0,29.999999999999996
MDM000055,01-11-2026,sch0036,Goyal Enterprises,Oil,25.4,Kgs,3048,Cleared,SCH0036,,Goyal Enterprises,Oil,25.4,3048.0,120.0
MDM003452,27-Jan-2026,S0240,sharma traders pvt ltd,Lentils,48.2,Kgs,"Rs. 4,338",Due,SCH0240,,Sharma Traders,Dal,48.2,4338.0,90.0
MDM006306,04-11-2025,SCH0568,sharma traders pvt ltd,Rice,1.036,Bori,"2,072/-",Cleared,SCH0568,,Sharma Traders,Rice,1.036,2072.0,2000.0
MDM010094,2025-12-22,sch_0169,S. Agro Works,Atta,31.9,kg,957/-,Cleared,SCH0169,,S Agro Works,Atta,31.9,957.0,30.0
MDM001482,21/11/2025,sch_0474,goyal mill,Chawal,,,"Rs. 1,252",Pending,SCH0474,,Goyal Mill,Rice,0.0,1252.0,0.0
MDM004874,2025/09/24,sch_0422,kumar general store,Mustard Oil,36.7 kg,,"₹4,404",Pending,SCH0422,2025-09-24,Kumar General Store,Mustard Oil,36.7,4404.0,119.99999999999999
MDM008039,2025/05/07,SCH0412,Sharma Traders,dal,10100,grams,Rs. 909,PENDING,SCH0412,2025-05-07,Sharma Traders,Dal,10100.0,909.0,0.09
MDM003336,07/11/2025,SCH0450,Goyal Enterprises,Oil,48.3 kg,,"₹5,796",Cleared,SCH0450,,Goyal Enterprises,Oil,48.3,5796.0,120.0
MDM006017,09.10.2025,S0449,Sharma & Sons,Daal,,,3393,Cleared,SCH0449,,Sharma & Sons,Daal,0.0,3393.0,0.0
MDM004927,2025/12/06,SCH0061,Goyal Rice Mill,Atta,,,"₹1,521",Pending,SCH0061,2025-12-06,Goyal Rice Mill,Atta,0.0,1521.0,0.0
MDM009139,2026-03-02,SCH0551,Sharma & Sons,dal,,,1404,paid,SCH0551,,Sharma & Sons,Dal,0.0,1404.0,0.0
MDM005798,09-23-2025,SCH0349,Singh Agro,Sarson Tel,,,2484,Paid,SCH0349,,Singh Agro,Sarson Tel,0.0,2484.0,0.0
MDM010354,2025-07-01,SCH0440,Goyal Rice Mill,Pulses,55.6,KG,5004,,SCH0440,,Goyal Rice Mill,Dal,55.6,5004.0,90.0
MDM008389,19/04/2025,SCH0456,kumar general store,chawal,59.7 kg,,"Rs. 2,388",,SCH0456,,Kumar General Store,Rice,59.7,2388.0,40.0
MDM005084,18/09/2025,SCH-0270,Goyal Enterprises,Sarson Tel,39.0 kg,,"₹4,680",,SCH0270,,Goyal Enterprises,Sarson Tel,39.0,4680.0,120.0
MDM006646,2026-03-28,SCH0332,Kumar & Co.,gehun,,,₹426,Pending,SCH0332,,Kumar & Co,Wheat,0.0,426.0,0.0
MDM005491,2025-05-14,SCH0193,Singh Brothers,Cooking Oil,38700,g,4644,paid,SCH0193,,Singh Brothers,Cooking Oil,38700.0,4644.0,0.12
MDM000769,2025/07/13,SCH-0463,Goyal Rice Mill,Chawal,31.8,KGS,"₹1,272",Pending,SCH0463,2025-07-13,Goyal Rice Mill,Rice,31.8,1272.0,40.0
MDM002066,2025/06/10,SCH0358,kumar general store,RICE,27,Kgs,"Rs. 1,080",Due,SCH0358,2025-06-10,Kumar General Store,Rice,27.0,1080.0,40.0
MDM011741,2026/03/06,SCH0404,goyal mill,RICE,1.134,Bori,2268,Cleared,SCH0404,2026-03-06,Goyal Mill,Rice,1.134,2268.0,2000.0000000000002
MDM007312,08/04/2025,SCH0534,Sharma & Sons,dal,58.1 kg,,"5,229/-",Due,SCH0534,,Sharma & Sons,Dal,58.1,5229.0,90.0
MDM008478,2025-06-20,SCH0242,Singh Agro,Rice,0.342,Bori,Rs. 684,Cleared,SCH0242,,Singh Agro,Rice,0.342,684.0,1999.9999999999998
MDM009647,06-24-2025,SCH0424,kumar general store,Daal,0.216,Bori,972,,SCH0424,,Kumar General Store,Daal,0.216,972.0,4500.0
MDM004525,2025-11-12,sch0351,Singh Agro,dal,37.9,kg,"₹3,411",Cleared,SCH0351,,Singh Agro,Dal,37.9,3411.0,90.0
MDM010525,2026-02-19,SCH0379,Goyal Enterprises,RICE,,,"Rs. 1,608",Paid,SCH0379,,Goyal Enterprises,Rice,0.0,1608.0,0.0
MDM002718,07.11.2025,S0138,goyal mill,Sarson Tel,46500,grams,"Rs. 5,580",PENDING,SCH0138,,Goyal Mill,Sarson Tel,46500.0,5580.0,0.12
MDM002080,12-Mar-2026,SCH0067,goyal mill,Cooking Oil,18.9 kg,,"₹2,268",Cleared,SCH0067,,Goyal Mill,Cooking Oil,18.9,2268.0,120.00000000000001
MDM008915,28/06/2025,SCH0554,Kumar Supplies,Chawal,,,732/-,,SCH0554,,Kumar Supplies,Rice,0.0,732.0,0.0
MDM000952,17-Aug-2025,sch0211,Kumar & Co.,Wheat,,,867,Due,SCH0211,,Kumar & Co,Wheat,0.0,867.0,0.0
MDM008059,05/05/2025,0191,sharma traders pvt ltd,dal,0.304,bags,"1,368/-",,SCH0191,,Sharma Traders,Dal,0.304,1368.0,4500.0
MDM002483,29/07/2025,S0037,Goyal Rice Mill,Daal,53400,Grams,"Rs. 4,806",Due,SCH0037,,Goyal Rice Mill,Daal,53400.0,4806.0,0.09
MDM010455,29-Dec-2025,SCH0466,sharma traders pvt ltd,Pulses,53.8,Kgs,4842,paid,SCH0466,,Sharma Traders,Dal,53.8,4842.0,90.0
MDM009182,29-Jun-2025,SCH0215,S. Agro Works,RICE,,,1040,Paid,SCH0215,,S Agro Works,Rice,0.0,1040.0,0.0
MDM001760,2025/05/28,SCH-0191,goyal mill,Oil,,,"₹2,976",Paid,SCH0191,2025-05-28,Goyal Mill,Oil,0.0,2976.0,0.0
MDM009985,09/05/2025,SCH0553,Sharma Traders,Chawal,,,"Rs. 1,908",paid,SCH0553,,Sharma Traders,Rice,0.0,1908.0,0.0
MDM004423,2026-03-06,sch0106,Kumar Supplies,Oil,17.3,KGS,2076,PENDING,SCH0106,,Kumar Supplies,Oil,17.3,2076.0,120.0
MDM006705,02-Jan-2026,sch_0584,Singh Brothers,chawal,28600,g,1144,Pending,SCH0584,,Singh Brothers,Rice,28600.0,1144.0,0.04
MDM009917,15/11/2025,SCH0185,Kumar Supplies,Chawal,,,"Rs. 1,548",Cleared,SCH0185,,Kumar Supplies,Rice,0.0,1548.0,0.0
MDM005183,17/01/2026,SCH0315,S. Agro Works,gehun,47.6,KGS,"Rs. 1,428",Paid,SCH0315,,S Agro Works,Wheat,47.6,1428.0,30.0
MDM008534,01/04/2025,SCH0120,Sharma Traders,WHEAT,0.706,Bori,1059,Due,SCH0120,,Sharma Traders,Wheat,0.706,1059.0,1500.0
MDM003702,30-Sep-2025,SCH0258,kumar general store,Wheat,0.474,Sacks,711/-,Paid,SCH0258,,Kumar General Store,Wheat,0.474,711.0,1500.0
MDM004244,22/04/2025,sch0060,Kumar & Co.,dal,12.1,Kgs,"1,089/-",Paid,SCH0060,,Kumar & Co,Dal,12.1,1089.0,90.0
MDM000689,01-May-2025,SCH0083,Singh Agro,Chawal,46400,g,,Due,SCH0083,,Singh Agro,Rice,46400.0,0.0,0.0
MDM003433,08-30-2025,SCH-0320,Kumar & Co.,Rice,31.3,Kgs,1252,Due,SCH0320,,Kumar & Co,Rice,31.3,1252.0,40.0
MDM004945,15/09/2025,SCH0595,Kumar Supplies,Pulses,44800,Grams,"₹4,032",,SCH0595,,Kumar Supplies,Dal,44800.0,4032.0,0.09
MDM000967,01-18-2026,SCH0447,kumar general store,dal,37.3,Kgs,"3,357/-",,SCH0447,,Kumar General Store,Dal,37.3,3357.0,90.0
MDM011722,2025-06-15,SCH0057,Singh Brothers,chawal,33.8,Kgs,"₹1,352",PENDING,SCH0057,,Singh Brothers,Rice,33.8,1352.0,40.0
MDM010396,17/01/2026,sch_0482,Kumar & Co.,RICE,,,"2,164/-",,SCH0482,,Kumar & Co,Rice,0.0,2164.0,0.0
MDM002714,2025/12/14,S0102,Singh Agro,RICE,17.3,kg,692,Cleared,SCH0102,2025-12-14,Singh Agro,Rice,17.3,692.0,40.0
MDM004758,03-04-2026,SCH-0085,goyal mill,Rice,34.8,KGS,"Rs. 1,392",PENDING,SCH0085,,Goyal Mill,Rice,34.8,1392.0,40.0
MDM011799,20-Aug-2025,SCH-0276,Singh Agro,Pulses,54500,g,,PENDING,SCH0276,,Singh Agro,Dal,54500.0,0.0,0.0
MDM006321,09/04/2025,SCH0457,Goyal Enterprises,Gehun,33.2,KG,₹996,PENDING,SCH0457,,Goyal Enterprises,Wheat,33.2,996.0,29.999999999999996
MDM005976,03-04-2026,SCH0564,sharma traders pvt ltd,Pulses,0.476,Bori,"₹2,142",,SCH0564,,Sharma Traders,Dal,0.476,2142.0,4500.0
MDM003573,02-02-2026,SCH0287,Goyal Rice Mill,dal,39.4 kg,,"3,546/-",Pending,SCH0287,,Goyal Rice Mill,Dal,39.4,3546.0,90.0
MDM005300,2025-07-18,SCH-0510,Singh Brothers,gehun,51500,Grams,1545,,SCH0510,,Singh Brothers,Wheat,51500.0,1545.0,0.03
MDM001991,02-Jan-2026,sch0267,Kumar & Co.,Sarson Tel,0.222,Bori,1332,Paid,SCH0267,,Kumar & Co,Sarson Tel,0.222,1332.0,6000.0
MDM001206,09-May-2025,SCH0380,S. Agro Works,Atta,34.3,KG,"Rs. 1,029",paid,SCH0380,,S Agro Works,Atta,34.3,1029.0,30.000000000000004
MDM004972,04-18-2025,SCH0089,sharma traders pvt ltd,Lentils,,,"Rs. 1,566",Pending,SCH0089,,Sharma Traders,Dal,0.0,1566.0,0.0
MDM007048,23-Jun-2025,0447,Goyal Enterprises,Oil,52,kg,"6,240/-",Pending,SCH0447,,Goyal Enterprises,Oil,52.0,6240.0,120.0
MDM006784,02.06.2025,sch0437,Goyal Enterprises,RICE,14.1,KG,Rs. 564,PENDING,SCH0437,,Goyal Enterprises,Rice,14.1,564.0,40.0
MDM003601,19-Feb-2026,SCH0231,goyal mill,chawal,56400,grams,,Paid,SCH0231,,Goyal Mill,Rice,56400.0,0.0,0.0
MDM006491,16/10/2025,0063,goyal mill,Pulses,0.416,Bori,1872,paid,SCH0063,,Goyal Mill,Dal,0.416,1872.0,4500.0
MDM008610,2026-02-18,SCH0509,S. Agro Works,Gehun,0.588,50kg Bags,₹882,paid,SCH0509,,S Agro Works,Wheat,0.588,882.0,1500.0
MDM009446,25.05.2025,sch_0196,Goyal Rice Mill,Wheat,,,"₹1,092",PENDING,SCH0196,,Goyal Rice Mill,Wheat,0.0,1092.0,0.0
MDM008071,2025-04-27,sch0554,Sharma & Sons,Dal,,,"2,430/-",,SCH0554,,Sharma & Sons,Dal,0.0,2430.0,0.0
MDM008578,04-Oct-2025,0506,Sharma Traders,dal,49.8,KGS,"₹4,482",Cleared,SCH0506,,Sharma Traders,Dal,49.8,4482.0,90.0
MDM007974,20-Mar-2026,sch_0207,Sharma & Sons,Dal,0.444,Sacks,1998,paid,SCH0207,,Sharma & Sons,Dal,0.444,1998.0,4500.0
MDM011500,08-06-2025,SCH0371,kumar general store,Atta,0.4,Bags,Rs. 600,Pending,SCH0371,,Kumar General Store,Atta,0.4,600.0,1500.0
MDM001626,23/11/2025,SCH-0077,Kumar & Co.,Oil,,,"4,980/-",PENDING,SCH0077,,Kumar & Co,Oil,0.0,4980.0,0.0
MDM000537,17/06/2025,sch0587,kumar general store,Sarson Tel,0.35,Sacks,"2,100/-",paid,SCH0587,,Kumar General Store,Sarson Tel,0.35,2100.0,6000.0
MDM008767,12.08.2025,SCH0401,S. Agro Works,Pulses,54100,g,"4,869/-",Pending,SCH0401,,S Agro Works,Dal,54100.0,4869.0,0.09
MDM007971,2025/04/20,SCH0226,Kumar & Co.,RICE,21.6,KGS,Rs. 864,,SCH0226,2025-04-20,Kumar & Co,Rice,21.6,864.0,40.0
MDM004213,04-May-2025,SCH0397,Sharma Traders,Pulses,12.3,KGS,1107,Cleared,SCH0397,,Sharma Traders,Dal,12.3,1107.0,90.0
MDM006457,21/12/2025,SCH0252,Goyal Enterprises,Atta,29800,grams,894,Due,SCH0252,,Goyal Enterprises,Atta,29800.0,894.0,0.03
MDM003508,14.10.2025,SCH-0510,goyal mill,Sarson Tel,,,1944,Cleared,SCH0510,,Goyal Mill,Sarson Tel,0.0,1944.0,0.0
MDM008394,08/05/2025,SCH0396,S. Agro Works,WHEAT,46.7,Kgs,"1,401/-",paid,SCH0396,,S Agro Works,Wheat,46.7,1401.0,29.999999999999996
MDM009525,2026/03/24,sch0600,Goyal Enterprises,Rice,0.976,Bags,"Rs. 1,952",PENDING,SCH0600,2026-03-24,Goyal Enterprises,Rice,0.976,1952.0,2000.0
MDM007113,2025-06-18,sch_0534,Singh Brothers,Rice,36.7,KG,"Rs. 1,468",Due,SCH0534,,Singh Brothers,Rice,36.7,1468.0,40.0
MDM002709,24/07/2025,SCH0247,Singh Agro,Sarson Tel,53500,grams,"Rs. 6,420",Paid,SCH0247,,Singh Agro,Sarson Tel,53500.0,6420.0,0.12
MDM005032,20/01/2026,SCH0112,Goyal Enterprises,chawal,11400,g,456/-,Pending,SCH0112,,Goyal Enterprises,Rice,11400.0,456.0,0.04
MDM006515,09-18-2025,SCH0083,Goyal Rice Mill,RICE,45.7,Kgs,"₹1,828",Pending,SCH0083,,Goyal Rice Mill,Rice,45.7,1828.0,40.0
MDM004663,20/11/2025,sch_0401,Singh Agro,Daal,0.522,Bori,"Rs. 2,349",Pending,SCH0401,,Singh Agro,Daal,0.522,2349.0,4500.0
MDM004022,20.09.2025,0420,Singh Brothers,Pulses,39.9,KG,3591,Cleared,SCH0420,,Singh Brothers,Dal,39.9,3591.0,90.0
MDM001855,25-Aug-2025,sch0260,Goyal Rice Mill,Sarson Tel,25.8,kg,"₹3,096",paid,SCH0260,,Goyal Rice Mill,Sarson Tel,25.8,3096.0,120.0
MDM011646,2025-06-28,sch_0307,sharma traders pvt ltd,Pulses,,,"Rs. 2,916",paid,SCH0307,,Sharma Traders,Dal,0.0,2916.0,0.0
MDM002873,10-25-2025,sch_0101,Kumar & Co.,Atta,45.9 kg,,"1,377/-",paid,SCH0101,,Kumar & Co,Atta,45.9,1377.0,30.0
MDM003031,22-Jun-2025,SCH0496,Kumar & Co.,Gehun,48.2,Kgs,"₹1,446",PENDING,SCH0496,,Kumar & Co,Wheat,48.2,1446.0,30.0
MDM009398,02-12-2026,sch0370,Goyal Enterprises,Chawal,0.696,Bags,1392,Pending,SCH0370,,Goyal Enterprises,Rice,0.696,1392.0,2000.0000000000002
MDM001646,22.06.2025,sch_0344,Sharma & Sons,Cooking Oil,30100,grams,"Rs. 3,612",Due,SCH0344,,Sharma & Sons,Cooking Oil,30100.0,3612.0,0.12
MDM003418,19/01/2026,SCH0022,Sharma Traders,Oil,,,"₹6,216",Cleared,SCH0022,,Sharma Traders,Oil,0.0,6216.0,0.0
MDM003477,2025/09/23,SCH0203,kumar general store,Gehun,,,867,,SCH0203,2025-09-23,Kumar General Store,Wheat,0.0,867.0,0.0
MDM011806,07-31-2025,0345,sharma traders pvt ltd,Gehun,28.2 kg,,₹846,paid,SCH0345,,Sharma Traders,Wheat,28.2,846.0,30.0
MDM011054,2025-06-02,SCH0231,Singh Agro,RICE,49.7,KGS,1988,Cleared,SCH0231,,Singh Agro,Rice,49.7,1988.0,40.0
MDM001793,17/03/2026,sch0533,Goyal Rice Mill,Mustard Oil,40.5,Kgs,"Rs. 4,860",Paid,SCH0533,,Goyal Rice Mill,Mustard Oil,40.5,4860.0,120.0
MDM003798,2025/12/19,SCH-0074,Sharma Traders,chawal,49.7,KGS,"Rs. 1,988",paid,SCH0074,2025-12-19,Sharma Traders,Rice,49.7,1988.0,40.0
